object_type,cotc_count,ot0_count,difference,in_cotc_only,in_ot0_only,in_both
Map_DP_Forest_N0_2002_B1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_2002_A1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_2001_B1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_2001_A1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_1009_A1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_1003_B1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_1003_A1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_1002_B1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_1002_A1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_1001_B1_C,2,0,-2,True,False,False
Map_DP_Forest_N0_1001_A1_C,2,0,-2,True,False,False
Map_DP_Desert_N0_2009_A1_C,2,0,-2,True,False,False
Map_DP_Desert_N0_2002_D1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2025_A1_C,2,0,-2,True,False,False
Map_EV_QPSOther_N0_1002_A2_C,2,0,-2,True,False,False
Map_EV_Other_N0_2027_A1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_2002_B1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_1001_C1_C,2,0,-2,True,False,False
Map_TB_Nakri_N0_1001_A2_C,2,0,-2,True,False,False
BPi_MJSpline_Laundry_B_Spline_A_C,2,0,-2,True,False,False
Map_TP_Plain_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_2001_B1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_2001_C1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_2001_D1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_2002_A1_C,2,0,-2,True,False,False
Map_TP_QPSCity_N0_1001_A1_C,2,0,-2,True,False,False
Map_TB_Other_N0_2050_A1_C,2,0,-2,True,False,False
Map_TP_QPSCity_N0_1001_C1_C,2,0,-2,True,False,False
Map_TP_River_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_River_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_River_N0_2001_B1_C,2,0,-2,True,False,False
Map_TP_Sea_N0_1001_A1_C,2,0,-2,True,False,False
BPi_Mansion_C_Window_400W_C,2,0,-2,True,False,False
Map_TP_Sea_N0_2001_A1_C,2,0,-2,True,False,False
Map_DB_Other_R0_0004_A1_C,2,0,-2,True,False,False
Map_TB_Nakri_N0_1001_A3_C,2,0,-2,True,False,False
Map_TB_Plain_N0_0002_A1_C,2,0,-2,True,False,False
Map_TP_Sea_N0_2001_B1_C,2,0,-2,True,False,False
BP_Church_Sea_A_Indoor_A_Window_B_C,2,0,-2,True,False,False
Map_TB_QPSMount_N0_1001_A1_C,2,0,-2,True,False,False
BP_EnvBdgMD_Island_A_Indoor_Window_A_Open_B_C,2,0,-2,True,False,False
BP_EnvBdgMD_Island_A_Indoor_Window_A_Open_A_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_F8_C,2,0,-2,True,False,False
BP_City_B_Outdoor_BuildingSet_C_C,2,0,-2,True,False,False
Map_TB_QPSIsland_N0_1001_A1_C,2,0,-2,True,False,False
BPi_LightStudio_Dst_A_Battle_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_G1_C,2,0,-2,True,False,False
Map_TB_QPSForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_TB_QPSCity_N0_1001_A1_C,2,0,-2,True,False,False
BP_Chandelier_D_C,2,0,-2,True,False,False
BPi_LightStudio_Mnt_A_PilgrimageRoute_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_H1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_1001_A1_C,2,0,-2,True,False,False
BPi_LightStudio_Snow_B_C,2,0,-2,True,False,False
Map_TP_Plain_N0_1001_B1_C,2,0,-2,True,False,False
Map_TB_QPSDesert_N0_1001_A1_C,2,0,-2,True,False,False
Map_TB_QPSCity_N0_1001_B1_C,2,0,-2,True,False,False
BPi_Mansion_D_Fireplace_A_C,2,0,-2,True,False,False
Map_TP_Sea_N0_2001_C1_C,2,0,-2,True,False,False
BPi_Flipbook_Grass_B_MC_C,2,0,-2,True,False,False
Map_OP_Dice_N0_1001_B1_C,2,0,-2,True,False,False
BPI_Obj_Torch_A_Blue_Decal_C,2,0,-2,True,False,False
BPii_BillboardSM_Candle_A_Stick_Thick_C,2,0,-2,True,False,False
Map_SQ_EventSq_N0_0000_A1_C,2,0,-2,True,False,False
Map_OP_Dice_N0_1001_G1_C,2,0,-2,True,False,False
Map_OP_Dice_N0_1001_F1_C,2,0,-2,True,False,False
Map_OP_Dice_N0_1001_E1_C,2,0,-2,True,False,False
Map_OP_Dice_N0_1001_D1_C,2,0,-2,True,False,False
Map_OP_Dice_N0_1001_C1_C,2,0,-2,True,False,False
BPI_Obj_SeikaTorch_EnvSound_NoLod_C,2,3,1,False,False,True
Map_TP_Snow_N0_2003_D1_C,2,0,-2,True,False,False
Map_OP_Dice_N0_1001_A1_C,2,0,-2,True,False,False
BPI_Obj_Lamp_Table_B_on_Hell_C,2,0,-2,True,False,False
BPI_Obj_Lamp_Residence_A_F2_on_R_C,2,0,-2,True,False,False
BPI_Obj_Lamp_Residence_A_F2_on_L_C,2,0,-2,True,False,False
Map_OP_Bolaven_N0_1001_C1_C,2,0,-2,True,False,False
ParticleModuleAccelerationOverLifetime,2,0,-2,True,False,False
ParticleModuleLocationDirect,2,0,-2,True,False,False
Map_OP_Bolaven_N0_1001_A1_C,2,0,-2,True,False,False
BPI_Obj_Torch_Hornburg_A_Decal_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2003_C1_C,2,0,-2,True,False,False
Map_TP_Sea_N0_2001_D1_C,2,0,-2,True,False,False
BPi_Torch_Fire_NoTimeZoneEmitter_C,2,0,-2,True,False,False
BPi_Mansion_D_Wall_Deco_Mirror_Room_C,2,0,-2,True,False,False
Map_TB_Nakri_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Sea_N0_2002_A1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_1001_B1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_1001_C1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_1002_A1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2001_B1_C,2,0,-2,True,False,False
BPI_Obj_Torch_Wall_Hornburg_B_L_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2001_C1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2002_A1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2002_B1_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2003_A1_C,2,0,-2,True,False,False
BPI_Obj_Torch_Wall_Hornburg_C_EnvSound_C,2,0,-2,True,False,False
BPI_Obj_Torch_Wall_Hornburg_B_R_C,2,0,-2,True,False,False
Map_TP_Snow_N0_2003_B1_C,2,0,-2,True,False,False
BPi_Wilderness_B_Loop_H2_D_C,2,0,-2,True,False,False
Map_TB_QPSMount_N0_2001_A1_C,2,0,-2,True,False,False
BPi_Flipbook_Grass_B_MA_Snow_C,2,0,-2,True,False,False
Map_EV_Other_N0_2028_A1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D7_C,2,0,-2,True,False,False
Map_TP_Hell_N0_1001_B1_C,2,0,-2,True,False,False
Map_TP_Hell_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_HellMount_N0_2001_B1_C,2,0,-2,True,False,False
BP_Lamp_F_C,2,0,-2,True,False,False
Map_TP_HellMount_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_HellForest_N0_1001_B1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D5_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D6_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D8_C,2,0,-2,True,False,False
Map_TP_Mount_N0_1002_A1_C,2,0,-2,True,False,False
BP_Seq_TimeZoneChange_Fld_Sea_A_EV_2056_C,2,0,-2,True,False,False
BP_Seq_TimeZoneChange_Nakri_A_C,2,0,-2,True,False,False
BP_Seq_TimeZoneChange_Oth_EvGacha_A_C,2,0,-2,True,False,False
BP_Seq_TimeZoneChange_Sea_EvPht_A_C,2,0,-2,True,False,False
BP_Seq_TimeZoneChange_Twn_Cty_A_EV_2052_C,2,0,-2,True,False,False
Map_TP_HellForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_HellCliff_N0_2001_B1_C,2,0,-2,True,False,False
Map_TP_HellCliff_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_Hell_N0_1001_C1_C,2,0,-2,True,False,False
Map_TP_Mount_N0_1002_B1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2003_D1_C,2,0,-2,True,False,False
BP_Mansion_D_Window_Convex_End_C,2,0,-2,True,False,False
Map_TP_OblSea_N0_2002_A1_C,2,0,-2,True,False,False
Map_TP_OblForest_N0_1001_B1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_C1_C,2,0,-2,True,False,False
BP_Mansion_C_Window_Convex_End_C,2,0,-2,True,False,False
BP_Mansion_C_Window_Convex_Start_C,2,0,-2,True,False,False
BP_Mansion_D_Wall_200_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_C2_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D1_C,2,0,-2,True,False,False
BP_Mansion_D_Window_Convex_Loop_C,2,0,-2,True,False,False
Map_TP_Mount_N0_2001_A1_C,2,0,-2,True,False,False
BP_Mansion_D_Window_Convex_Start_C,2,0,-2,True,False,False
BP_LightBeamTimeZone_Indoor_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D2_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D3_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_D4_C,2,0,-2,True,False,False
Map_TP_OblForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_OblCliff_N0_1001_B1_C,2,0,-2,True,False,False
Map_TP_OblCliff_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2003_E1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2003_C1_C,2,0,-2,True,False,False
Map_TB_QPSSea_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_F3_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_1001_C1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_1001_B2_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_F1_C,2,0,-2,True,False,False
BP_FogSheet_B_Cliff_F_A_BP1_C,2,10,8,False,False,True
Map_TP_Plain_N0_0001_F2_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_1001_B1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_1001_A2_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_F4_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2001_B1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_F5_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_F6_C,2,0,-2,True,False,False
BP_EnvObjMD_PoleHanger_A_Unique_A_C,2,0,-2,True,False,False
BP_EnvObjMD_PoleHanger_A_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_F7_C,2,0,-2,True,False,False
Map_TB_Sea_N0_2001_A1_C,2,0,-2,True,False,False
BP_EnvBdgMD_Sea_Lighthouse_Window_C,2,0,-2,True,False,False
Map_TB_QPSSnow_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2001_C1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_E1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_1001_B1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2003_B1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2003_A1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2002_B1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2002_A1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2001_D1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2001_C1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2001_B1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_Forest_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2001_D1_C,2,0,-2,True,False,False
Map_TP_Desert_N0_2001_B1_C,2,0,-2,True,False,False
Map_TP_Desert_N0_2001_A1_C,2,0,-2,True,False,False
Map_TP_Desert_N0_1001_A1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2002_G1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2002_F2_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2002_F1_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2002_E2_C,2,0,-2,True,False,False
Map_TP_Cliff_N0_2002_E1_C,2,0,-2,True,False,False
Map_HP_THE_N0_1001_D1_C,2,0,-2,True,False,False
CharaPanel_LoadAsync_C,2,0,-2,True,False,False
Map_HP_THE_N0_1001_C1_C,2,0,-2,True,False,False
Map_FB_HellForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSIsland_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSForest_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSDesert_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSCity_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_Plain_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_Mount_N0_2002_A1_C,2,0,-2,True,False,False
Map_FB_Mount_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_HellMount_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_HellCliff_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSMount_N0_1002_A1_C,2,0,-2,True,False,False
Map_FB_Forest_N0_1001_B1_C,2,0,-2,True,False,False
Map_FB_Forest_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_Desert_N0_2001_A1_C,2,0,-2,True,False,False
Map_FB_Desert_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_Cliff_N0_1002_A1_C,2,0,-2,True,False,False
Map_FB_Cliff_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Tower_N0_0002_B2_C,2,0,-2,True,False,False
Map_EV_Tower_N0_0002_B1_C,2,0,-2,True,False,False
Map_FB_QPSMount_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSSea_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Tower_N0_0001_B1_C,2,0,-2,True,False,False
Map_FP_Desert_N0_1001_A1_C,2,0,-2,True,False,False
Map_FP_HellCliff_N0_2002_A1_C,2,0,-2,True,False,False
Map_FP_HellCliff_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Forest_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Forest_N0_1002_A1_C,2,0,-2,True,False,False
Map_FP_Forest_N0_1001_A1_C,2,0,-2,True,False,False
Map_FP_Desert_N0_2002_A1_C,2,0,-2,True,False,False
Map_FP_Desert_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Desert_N0_1002_A1_C,2,0,-2,True,False,False
Map_FP_Cliff_N0_2001_A1_C,2,0,-2,True,False,False
Map_FB_QPSSea_N0_1004_A1_C,2,0,-2,True,False,False
Map_FP_Cliff_N0_1002_A1_C,2,0,-2,True,False,False
Map_FP_Cliff_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_Snow_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_Sea_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_River_N0_2001_A1_C,2,0,-2,True,False,False
Map_FB_River_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSWilderness_N0_1001_A1_C,2,0,-2,True,False,False
Map_FB_QPSSnow_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Tower_N0_0002_A1_C,2,0,-2,True,False,False
Map_EV_Tower_N0_0001_A1_C,2,0,-2,True,False,False
Map_FP_Mount_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2037_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2050_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2045_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2044_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2043_A1_C,2,2,0,False,False,True
Map_EV_Other_N0_2042_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2041_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2040_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2038_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2036_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2054_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2035_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2034_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2033_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2032_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2031_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2030_B1_C,2,2,0,False,False,True
Map_EV_Other_N0_2030_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2029_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2053_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2055_A1_C,2,0,-2,True,False,False
Map_EV_Tower1_N0_0002_B3_C,2,0,-2,True,False,False
Map_EV_QPSOther_N0_1004_A1_C,2,0,-2,True,False,False
Map_EV_THE_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Snow_N0_2001_A1_C,2,0,-2,True,False,False
Map_EV_Sea_N0_2001_C1_C,2,0,-2,True,False,False
Map_EV_Sea_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Sea1_N0_2001_A1_C,2,0,-2,True,False,False
Map_EV_River_N0_2001_CN1_C,2,0,-2,True,False,False
Map_EV_River_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_QPSOther_N0_1005_A1_C,2,0,-2,True,False,False
Map_EV_QPSOther_N0_1003_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2060_A1_C,2,0,-2,True,False,False
Map_TP_Plain_N0_0001_B1_C,2,0,-2,True,False,False
Map_EV_QPSOther_N0_1002_A1_C,2,0,-2,True,False,False
Map_EV_QPSGacha_N0_0001_A1_C,2,0,-2,True,False,False
Map_EV_Plain_N0_1001_B1_C,2,0,-2,True,False,False
Map_EV_Plain_N0_1001_A1_C,2,0,-2,True,False,False
Map_EV_Plain_N0_0001_C1_C,2,2,0,False,False,True
Map_EV_Plain_N0_0001_A1_C,2,0,-2,True,False,False
Map_EV_Other_N0_2061_A1_C,2,0,-2,True,False,False
Map_FP_HellMount_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Mount_N0_1002_A1_C,2,0,-2,True,False,False
CommonButton04New_C,2,0,-2,True,False,False
Map_HP_Plain_N0_1009_A1_C,2,0,-2,True,False,False
Persistent_C,2,2,0,False,False,True
BPI_Obj_Candle_B_on_Hornburg_C,2,0,-2,True,False,False
Map_HP_Plain_N0_0001_H4_C,2,0,-2,True,False,False
Map_HP_Plain_N0_0001_H3_C,2,0,-2,True,False,False
GachaChRarity_C,2,0,-2,True,False,False
GachaChRarity_QPS02_C,2,0,-2,True,False,False
Map_HP_Plain_N0_0001_H2_C,2,0,-2,True,False,False
GachaGraphicFontMPanel_C,2,0,-2,True,False,False
GachaGraphicFontMPanel_QPS02_C,2,0,-2,True,False,False
Map_HP_Plain_N0_0001_H1_C,2,0,-2,True,False,False
Map_HP_Other_N0_5001_C1_C,2,0,-2,True,False,False
GachaStar6MAXEF_C,2,0,-2,True,False,False
Map_HP_Other_N0_5001_B1_C,2,0,-2,True,False,False
ResidentGame_C,2,2,0,False,False,True
ShipAnimation_Blueprint_Erutorikusu_A_C,2,2,0,False,False,True
BPI_Obj_Bernstein_Street_Lamp_C_C,2,0,-2,True,False,False
Map_FP_Mount_N0_2001_A1_C,2,0,-2,True,False,False
BPI_Obj_Com_Deck_Pillar_AY_S_16_C,2,1,-1,False,False,True
BPI_Obj_Com_KitchenSet_C_Wood_C,2,0,-2,True,False,False
BPI_EvObj_horse_A_C,2,0,-2,True,False,False
Map_HP_Ragasa_N0_0001_A1_C,2,0,-2,True,False,False
Map_HP_THE_N0_1001_B1_C,2,0,-2,True,False,False
Map_HP_THE_N0_1001_A1_C,2,0,-2,True,False,False
Map_HP_Snow_N0_2009_A1_C,2,0,-2,True,False,False
Map_HP_Snow_N0_1009_A1_C,2,0,-2,True,False,False
Map_HP_Sea_N0_1009_A1_C,2,0,-2,True,False,False
BPI_Obj_Lamp_C_SL_C,2,0,-2,True,False,False
Map_HP_River_N0_1009_A1_C,2,0,-2,True,False,False
BPI_Obj_Fireplace_AR_C,2,1,-1,False,False,True
BPI_Obj_Fire_A_NoLod_wind_C,2,0,-2,True,False,False
ParticleModuleVectorFieldRotation,2,0,-2,True,False,False
DistributionVectorConstantCurve,2,0,-2,True,False,False
BPI_Obj_EV_AutoDun_N0_1001_A_2_C,2,0,-2,True,False,False
Map_HP_Ragasa_N0_0005_A1_C,2,0,-2,True,False,False
Map_HP_Ragasa_N0_0004_A1_C,2,0,-2,True,False,False
BPI_Obj_Com_Room_Staires_14_C,2,7,5,False,False,True
BPI_Obj_Com_KitchenSet_Empty_D_C,2,3,1,False,False,True
Map_HP_Ragasa_N0_0003_A1_C,2,0,-2,True,False,False
BPI_Obj_Bernstein_Street_Lamp_B_C,2,0,-2,True,False,False
KSMapEditorBP_C,2,4,2,False,False,True
Map_HB_Jangmi_N0_0005_A1_C,2,0,-2,True,False,False
Map_FP_River_N0_1001_A1_C,2,0,-2,True,False,False
Map_FP_Snow_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Snow_N0_1002_A1_C,2,0,-2,True,False,False
Map_FP_Snow_N0_1001_A1_C,2,0,-2,True,False,False
Map_FP_Sea_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Sea_N0_1002_A1_C,2,0,-2,True,False,False
Map_FP_Sea_N0_1001_A1_C,2,0,-2,True,False,False
Map_FP_River_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_River_N0_1002_A1_C,2,0,-2,True,False,False
Map_FP_QPSOther_N0_0001_A1_C,2,0,-2,True,False,False
Map_HP_Other_N0_5001_A1_C,2,0,-2,True,False,False
Map_FP_QPSCity_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Plain_N0_2001_B1_C,2,0,-2,True,False,False
Map_FP_Plain_N0_2001_A1_C,2,0,-2,True,False,False
Map_FP_Plain_N0_1002_A1_C,2,0,-2,True,False,False
Map_FP_Plain_N0_1001_A1_C,2,0,-2,True,False,False
Map_FP_Plain_N0_0001_A1_C,2,0,-2,True,False,False
Map_FP_Mount_N0_2003_A1_C,2,0,-2,True,False,False
Map_FP_Mount_N0_2002_A1_C,2,0,-2,True,False,False
Map_FP_Snow_N0_2002_A1_C,2,0,-2,True,False,False
Map_DB_Other_R0_0005_A1_C,2,0,-2,True,False,False
Map_HB_THE_N0_1001_A1_C,2,0,-2,True,False,False
BPI_EvObj_DarkFog_A_C,2,0,-2,True,False,False
BPI_EvObj_Bonfire_A_C,2,2,0,False,False,True
Map_HP_Nakri_N0_1001_A2_C,2,0,-2,True,False,False
Map_HP_Nakri_N0_1001_A1_C,2,0,-2,True,False,False
Map_HP_Mount_N0_1009_A1_C,2,0,-2,True,False,False
Lv_Gh_All_C,2,0,-2,True,False,False
Map_HP_Cliff_N0_1009_A1_C,2,0,-2,True,False,False
Map_HP_Jangmi_N0_0003_A1_C,2,0,-2,True,False,False
Map_HP_Jangmi_N0_0002_A1_C,2,0,-2,True,False,False
Map_HP_Jangmi_N0_0001_A1_C,2,0,-2,True,False,False
Map_HP_Forest_N0_1009_A1_C,2,0,-2,True,False,False
Map_HP_Desert_N0_1009_A1_C,2,0,-2,True,False,False
Map_HP_Danas_N0_1001_A2_C,2,0,-2,True,False,False
Map_HP_Danas_N0_1001_A1_C,2,0,-2,True,False,False
BPI_EvObj_Campset_A_Bonfire_A_Off_C,2,0,-2,True,False,False
ShipAnimation_Blueprint5_C,1,1,0,False,False,True
ShipAnimation_Blueprint_on_off_C,1,1,0,False,False,True
ParticleModuleVectorFieldScale,1,0,-1,True,False,False
ShipAnimation_Blueprint4_C,1,4,3,False,False,True
TimeZoneWidgetActor,1,0,-1,True,False,False
ParticleModuleVelocityInheritParent,1,0,-1,True,False,False
SkyLight,1,0,-1,True,False,False
Actor,1,2,1,False,False,True
BP_City_A_Indoor_Bar_Window_C,1,0,-1,True,False,False
BPI_Obj_EvPht004_02_01a_Tako_C,1,0,-1,True,False,False
BPI_Obj_Com_Room_Staires_10_C,1,0,-1,True,False,False
BPI_Obj_Com_Room_Fence_A5_C,1,2,1,False,False,True
BPI_Obj_Com_KitchenSet_C_Dirty_C,1,2,1,False,False,True
BPI_Obj_Com_Deck_Pillar_AY_S_4_C,1,1,0,False,False,True
BP_Title_SMap_TestOma_C,1,0,-1,True,False,False
BP_Title_SMap_L_C,1,0,-1,True,False,False
BP_Title_SMap_K_C,1,0,-1,True,False,False
BP_Title_SMap_J_C,1,0,-1,True,False,False
BP_Candles_Circle_A_C,1,0,-1,True,False,False
BP_Title_SMap_I_C,1,0,-1,True,False,False
BP_Title_SMap_H_C,1,0,-1,True,False,False
BP_Chandelier_A_C,1,0,-1,True,False,False
BP_Title_SMap_G_C,1,0,-1,True,False,False
BP_Title_SMap_F_C,1,0,-1,True,False,False
BP_Title_SMap_E_C,1,0,-1,True,False,False
BP_Title_SMap_D_C,1,0,-1,True,False,False
BPI_Obj_BigTree_C_C,1,0,-1,True,False,False
BPI_Obj_BigTree_B_C,1,0,-1,True,False,False
BPI_Obj_BigTree_A_C,1,0,-1,True,False,False
BP_Title_SMap_C_C,1,0,-1,True,False,False
BPI_Obj_Bernstein_Temple_Switch_Tall_C_on_C,1,1,0,False,False,True
BPI_Obj_Bernstein_Temple_Switch_Tall_B_on_C,1,1,0,False,False,True
BPI_Obj_Bernstein_Temple_Switch_Tall_A_on_C,1,1,0,False,False,True
BPI_Obj_Bernstein_Temple_Switch_F_off_C,1,1,0,False,False,True
BPI_Obj_Bernstein_Temple_Switch_D_off_C,1,0,-1,True,False,False
BPI_Obj_EvPht001_01_07a_C,1,0,-1,True,False,False
BPI_Obj_EvPht010_01_03a_C,1,0,-1,True,False,False
BP_Title_SMap_B_C,1,0,-1,True,False,False
BPI_Obj_Fireplace_C_Dither_B_C,1,0,-1,True,False,False
BPI_Obj_Priestess_Censer_Sphere_A_C,1,0,-1,True,False,False
BPI_Obj_Priestess_Censer_Ring_A_C,1,0,-1,True,False,False
BPI_Obj_Priestess_Censer_A_C,1,0,-1,True,False,False
BPI_Obj_StrPC09030_01_02a_C,1,0,-1,True,False,False
BPI_Obj_StrPC09031_01_03a_C,1,0,-1,True,False,False
BPi_MJSpline_Bridge_C_Double_C,1,0,-1,True,False,False
GachaFadeWidget_C,1,0,-1,True,False,False
GachaProductionWidget_C,1,0,-1,True,False,False
GachaProductionWidget_QPS2_C,1,0,-1,True,False,False
GameManagerCreator_C,1,1,0,False,False,True
BPi_MJSpline_Bridge_A_C,1,0,-1,True,False,False
